0.010201484,-0.008155704
-0.005924404,-0.005155697
0.004238718,0.001913127
-1.29839E-05,-0.012396501
0.00100686,-0.004670519
0.006932255,0.004283657
-0.005094645,0.008723885
0.001404248,-0.007113201
0.005757213,0.001814815
-0.00385976,0.010529752
-0.00484747,-0.006453769
0.021146608,-0.010911514
0.019198853,-0.017984317
0.003444779,-0.019812532
0.010965671,-0.017924329
0.002520428,-0.009920513
0.000741563,-0.007670297
0.000697344,-0.017823134
-0.008676891,-0.018496381
0.003747709,-0.0218258
0.004064929,-0.013939972
0.005600774,-0.016152473
-0.001066633,-0.009905156
0.00658692,-0.013378995
0.005328891,-0.00015815
0.002562827,-0.016695753
-0.004438698,-0.016666128
0.002215451,-0.010721153
0.004043736,-0.015263955
0.016072576,-0.02597591
0.009188877,-0.015091061
0.004170098,0.003854766
-0.008172989,-0.0150195
0.002913347,-0.011492057
0.002443767,-0.01639331
-0.007083226,-0.016701371
-0.008690705,-0.007703476
0.001900223,-0.018609034
-0.000527296,-0.031448007
0.002159005,-0.019925994
-0.003567319,-0.009422072
0.001050706,-0.013972831
-0.001728958,-0.00533681
-0.005038857,-0.018419235
0.002126563,-0.022756919
0.00143348,-0.001589083
0.003327483,-0.015390826
0.008901689,-0.018280752
0.006622976,-0.003018958
-0.00232405,-0.012227366
0.002005682,-0.018467142
-0.001433346,-0.017781584
-0.005393328,-0.014156019
0.009428631,-0.013697454
0.006517065,-0.012060453
0.003308866,-0.017571299
0.005838871,-0.01441373
-0.001339015,-0.003084462
0.006713218,-0.019837298
-0.009639019,-0.028929462
0.005636099,-0.027184135
-0.002582337,-0.021513744
-0.005844224,-0.021034438
-0.013266184,-0.018122188
0.008258481,-0.01077664
-0.00281473,-0.019999427
-0.001888274,-0.017849573
0.002541066,-0.014846793
0.00167253,-0.012857525
0.001549475,-0.010496549
-0.003701508,-0.01192871
-0.000120475,-0.011441071
0.007330067,-0.015633306
-0.000359086,-0.012080454
0.010963532,-0.026555937
-0.006521964,-0.014447463
0.004214719,-0.021653327
0.00070536,-0.013577753
-0.004094427,-0.013961552
0.000226975,-0.022093939
-0.001728081,-0.011589123
0.007398935,-0.012559531
0.006344253,-0.010563945
-0.000533467,-0.009515151
0.006213467,-0.019451862
-0.008104905,-0.011754414
-0.001152098,-0.011909721
0.0114715,-0.016794161
-0.00355934,-0.009168097
0.008813772,-0.010356563
0.002746531,-0.015875946
-0.006791035,-0.012201965
0.000994416,-0.018621637
-0.005000325,-0.011507379
-0.010994141,-0.017789195
-0.004138168,-0.016780776
0.000481326,-0.006376087
-0.009741746,-0.026203295
0.01260073,-0.009066888
0.004563529,-0.005606805
0.005920183,-0.016706783
0.00484336,-0.011376526
0.004201308,-0.016554966
0.009917586,-0.016618126
0.009918905,-0.020913221
-0.00441627,-0.021990764
-0.008585335,-0.00988598
0.004525311,-0.0113526
-0.00915362,-0.023069337
0.006464648,-0.019403389
-0.003495551,-0.019008831
-0.000470578,-0.018495976
0.00252211,-0.019727794
-0.001100449,-0.021393095
0.000107255,-0.004470724
0.01020278,-0.01387301
-0.001473205,-0.014663157
0.004283663,-0.017966744
